selected_text;sentiment
thinking my fridge may be dieing...please not this week...pleeeeeassseee!!!;neutral
yeah quite a few kids in my school got swine flu.;neutral
twice in a week Qantas club lounge computers broken  #flyertalk;neutral
It`s almost past 3. Time to go to bed;neutral
Choked on her retainers;negative
`auto-resolve` is that a Geek/tech answer to most questions??;neutral
Oh i see. My grandparents were from Ilocos as well, but they moved to Nueva Ecija;neutral
I hate having no money;negative
I feel sick. And I have a solo tonight at my vocal jazz concert.  great;neutral
the sing store won`t work.;neutral
gots my beathing suit that i ordered from victoia`s secret. but i have to exchange the bottoms, so i have to wait another 2 weeks;neutral
cool #movie;positive
;
Graveyard charged my card twice (one correct total, one random amt) from last night`s #atltweet tweetup. Check your accounts!;neutral
Drinkin` Chai tea and not sleeping.. and checkin` out some cool peeps;neutral
I actually meant to type 'end of September' but I was in the middle of a conversation with someone and I cant multitask;neutral
great;positive
Happy Mother`s Day to all the moms! If you`re an awesome mom, you`ll help #savechuck;positive
Today is gonna be a looooong one again.;negative
headache.;positive
fun;positive
Hate;negative
hahahaha awww uduhn lun me no mor???;neutral
thanks dude. Being a low level business man its hard to get normal credit cards..also our place is not listed with any bank;neutral
;
I think he meant this pic - I don`t know what other one he might have seen! But really - this is as hot as it gets;neutral
thanks for the follow and enjoy the ride;positive
that`s two and a half hours completed now. chillaxing until half 2;neutral
suffering;negative
boredom.;negative
ugly;negative
Happy Mothers Day Mum;positive
the 14-24 is definitely going... sold the 70-200 and 200F2 is  too HEAVY  Think I`ll get away with the 50/85? #Tweddin;neutral
Feeling better now;positive
Hope you have a great week ahead.;positive
Grass mowed. I can haz playtime now? No?  says we have errands to run;neutral
Now I feel left out...  All alone in AZ...;neutral
Amy did u already check out the antics of Parella and Marcia?   news... and entertainment on Twitte;neutral
One more day baby.;neutral
its just so sad!;negative
the best guy  I could not be happier! I love you Jay!;positive
.  Now I smell like clorox;negative
Hugs;positive
o can`t do it;negative
has opted to strike, May 12th - Altaf bhai to unveil what really happened in #Karachi;neutral
good;positive
i have nothing to do;neutral
no, dayuuum 5o`clock was better;neutral
anytime from now on lol. i`m just reading and stuffs;neutral
Watching Gross Point Blank.;neutral
****;negative
At work full of weekend vengaboys zane lowe wolf from gladiators **** memories;neutral
thanks..;positive
Playing with my puppy;positive
tired;negative
Wishing you a Wonderful Mother`s Day;positive
At the grove, just watched star trek, grabbing some food;neutral
Do you ever sleep?;neutral
I`m so excited for them!;positive
love your new avatar!;positive
What the ****!? It`s only 20:35!!? Oh my GOD! My internal clock really IS **** up. Nooooo.;negative
- well done guys! I am gonna miss the tweets!;neutral
lost;negative
I still have another hour.;neutral
right.;neutral
have an awesome time!;positive
miss;negative
Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!;neutral
Awesome;positive
Shower time;neutral
This should be fun.;positive
sore from ultimate...;negative
I was going to visit my sister today, but she`s grumpy.  I`ll just chill at home with the family and visit her tomorrow.;neutral
I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier;neutral
d what a fantastic sound;positive
died;negative
fun.;positive
time diff and i`ve just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs;neutral
It`s Cold and someone smells like pee;negative
never seems to do any good;negative
Happy Mother`s Day to all you moms out there;positive
Damm it! I didn`t get a pic of niamh with her 3D glasses on;neutral
so hard.;negative
yeah, not meant to be;neutral
that`s not good to hear!  i hope everything is fine;neutral
**** you ipod for freezing wh;negative
hi my love! Im ok, just trying to get thru these finals, they`re going to be the DEATH of me. how are you;neutral
yeah I kno...I`m tryna change it bac but its not lettin meeee;neutral
cool.;positive
Ahhh Lincoln...i`ll run..see you in 2 hours;neutral
Math quiz: If Meow =  but Allergies =   then Meow + Allergies =;neutral
shut;negative
I fought Jered to the death to avoid a wet willy..;negative
ut i aint that rich   just buy some more copies urself;negative
my shoes taken off and my slippers put on my feet!;neutral
nice weather today in Alex;positive
CONGRATULATIONS;positive
Adding Comments for my friends  want sum?;neutral
Just enjoyed 2 steak quesadillas! Kinda mad cause I`m gonna miss the laker game!;neutral
briliant! May the fourth be with you;positive
I get bit by ticks;negative
cant stand summer fever;negative
needs 1000 words for 502 part 2 .... then freedom ..... until another few assignments and exams;neutral
Much love.;positive
Sweet booth at Newport... But all the people are outside  http://post.ly/hEb;neutral
completely happy;positive
Sad But True;negative
, word!?;neutral
u should tell ppl where u`ll be in vancouver.;neutral
fail.;negative
. Sad day.....;negative
Good;positive
I aint got no money to buy any cred to call u  and am in lONDON;neutral
you should do an # for the safesex topic;neutral
hope our wishes come true someday.;positive
this is really not good as Malaria affects so many people;negative
lovely;positive
gorgeous,;positive
Having a wonderful piece of cake for lunch -;positive
So booooored;negative
thanks!;positive
stuck;negative
ouch!;negative
Hope;positive
o regret;negative
my life sucks right now;negative
Well done;positive
Oooo look who got a pic!  So much for swimming today;neutral
great;positive
****,;negative
We have a problem;negative
good;positive
My husband just went fishing   How come knitting keeps you at home?  I need a lady hobby that lets me get out of cooking.;neutral
Making a milo;neutral
I feel crafty and productive.;positive
!  ROCK;positive
no more friends;negative
. I love you!;positive
CONGRATS;positive
how do you twitter?;neutral
Freaking out a bit..crossing my fingers that things will work out ok;neutral
BIG HUG FOR YOU;positive
watching shows I missed on the ellipital--- love my on-demand!;positive
the rain hates us;negative
~Congratulations Daddy;positive
waste;negative
and Happy Mothers Day to All you Moms out there i hope you had a good day;positive
at the house home alone   , playing guitar some guitar hero loud.;neutral
it`s awesome..;positive
Today I`m working on my 'Quirky Q' cue or maybe it will become a concerto;neutral
I cant wait to meet them;positive
Congrats;positive
saved;positive
sunburn!;negative
I dont think my twitpic is working;negative
(Unfortunately,;negative
Haha! just overheard on the us. 3 yrold to mom 'mom, I think I should learn to read today';neutral
EOM......still at work;neutral
coraline was scary yesterday, didn`t puke luckily.  ahaa. 1 week & 1 day till i`m 14 baby;neutral
Liam peed in the potty!!;negative
what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore;neutral
hanging out with ambyr;neutral
So it`s Friday... I have to keep reminding myself since every day seems the same;neutral
.you missed one crazy party;negative
why have 3 people stopped following me  is it something I said??;neutral
Mornin`;neutral
but im not complaining.;neutral
nope difference of 5 OMR for C class, anyone notice the flight number for WY`s flight for LHR? WY-911;neutral
How about I make some more and bring u sum?;neutral
live live or leaked live? If it`s live properly I may just role outta bed and download it;neutral
I can take care of her.;positive
good.;positive
i cant even think about anything that smells like alochol  lol;neutral
I`m great,;positive
I`m in traffic on the 405 and I still don`t see the sun;neutral
PrinceCharming;neutral
HOMEWORK  BORRIING;negative
I didnt get his  tweet;neutral
sick):;negative
Environmental project;neutral
great song;positive
miss;negative
I know it wasn`t going to be there, but I check EZTV for The Office torrent...;neutral
miss;negative
shame;negative
have someone help you with the makeup...you gots to go out looking fine  and have another shot;neutral
its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one to;positive
HMV opens in half an our...better go get ready;neutral
unfair;negative
I`d rather be at #BEATweetup.  Instead, I`m taking my cue from  and shutting down.   reprezent-zen;neutral
Playing at THE HAVEN tonight with Cassandra Wilcox, Patrick Bell, Ben Bloss, & Bucket of Nails! Doors are at 8pm. 21+: $6, Under 21: $8!;neutral
Day off with nothing to do;neutral
thats not good,;negative
cute.;positive
don`t break my heart;negative
e fun;positive
It makes me worry;negative
is poolside. Bowling toniht maybe?? Back to work tomorrow;neutral
happy;positive
i lovelovelove her;positive
Alas,;negative
It just sucks;negative
Happy Mo;positive
it feels like the weekend is already over. btw I`m awake because I had a bad dream..;negative
YESSSSS love this;positive
exctied;positive
a nice;positive
great;positive
;
Good;positive
Loving;positive
meditating on my plans for the weekend...gotta work saturday...;neutral
It`s NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.;neutral
I have boring saturday evenings;negative
Has research guilt as I spent the day feeling sorry for myself with a cold..;negative
Dreading;negative
I spoke too soon  Still a nice evening, but lots of broken cloud coming in from the south.;neutral
Thank you;positive
Pug just woke me from an incredible sleep!;negative
thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn`t make it;neutral
Its beautiful outside.;positive
hopefully it don`t go that far  sometimes I feel like renouncing my roots;positive
Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my 'job' interview. Too much cleavage?;neutral
watching little bear;neutral
right, caffeine levels topped up, few more hours revision then #f1 time  `mon the jenson.;neutral
neat;positive
safe;positive
it`s fun.;positive
shelaaaaaaaa;neutral
though I have to admit that seems less & less tempting. who has time, when there are more complete packages to be had?;neutral
ha ha funny;positive
good or bad news for you,;neutral
drained;negative
complain ab;negative
s hilarious;positive
too effing hot in;negative
_ricardo road movies indies rule  haha;neutral
No offense taken..!  Just one of my many controversial views, I guess!;neutral
Why do so many ppl on 12 mile have ashy elbows???;neutral
I love my daddy, bu;positive
great;positive
love;positive
hate biology;negative
I always told my kids that I see and hear everything so mind your manors, so I guess that proved it to him.;neutral
;
I`m tired.;negative
hot weather gutted i aint with you now chillaxing  but we got tomoz;neutral
On my way to Ft. Knox;neutral
What a burden.;negative
**** it..I`m **** as hell;negative
horrible;negative
pain;negative
Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda`s new face after the pug). Even iLike;neutral
Hoping;positive
New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.;neutral
Very pretty;positive
wayy better;positive
I read some pretty awesome web comics today. And there`s nothing really good on woot today  http://myloc.me/20gf;neutral
at YVR.... Fog delay is in SFO so we can`t leave yet;neutral
Ugh;negative
This really hurts. And this really sucks.;negative
completely broke,;negative
sorry to hear about a horrible weekend! It can only get better! Keep smiling.;neutral
awww don`t be sad;positive
i don`t wanna believe it!;negative
One Thing I Hate About Friends An;negative
Not yet. I hope to check it out this week.;neutral
my body isnt itching anymore;positive
today i was!! i;positive
found the perfect matte lcd cleaner!!;positive
sweet!;positive
oh, joy. We have the Elmo potty video too.;positive
The newest versions are not any better;negative
beats the heat with cool guava juice in handi water;neutral
Re: chocolate thing;neutral
my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.;neutral
you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3;neutral
Now only with Windows 7;neutral
hey hey, some else has twitter!;neutral
wish;positive
Just got in a bit of a car accident, poor Patrick;negative
... Yes.  That`s what I said.;neutral
BIG NEWS?! But I don`t know if I can share it.;neutral
aches;negative
who i will never see again;negative
Oh. Now it doesn`t need updating all of a sudden. Ok. Will get dressed anyway;neutral
? on wednesday green day will perform their new single 'Know Your Enemy' at TvTotal  http://tr.im/kpDX;neutral
The stars are out. Where were you when I needed you;neutral
you know what? They`re YOUR CATS;neutral
Am I the next Blumenthal?!;neutral
sucks;negative
I just hope the weathers good!! And it best be good on thursday and friday!;positive
fear;negative
Nice;positive
.nice;positive
. LOL;positive
Hahaha  yes dey dooo, BOSTON Legal  tha fat old man is funny, tha one that was naked ina pink gown Lol;neutral
thanks to the endorsement;positive
I doubt I will tho !  twit pic sumthin;neutral
is playing Uno  http://plurk.com/p/rprl0;neutral
YAY!;positive
Burning;negative
Gods sake it isn`t even your birthday yet  i need a cool job like that.;neutral
Me + court =;neutral
love;positive
is now going to the hairdressers instead of running due to rain;neutral
Photo: thelovelybones: I SPY JONAS BROTHERS AND DEMI LOVATO OMG D: Ahhh yea, 3d movie premire  http://tumblr.com/xbb1qyx0e;neutral
I love !;positive
see most people didn`t like deadpool cause it wasn`t true to the comics, I`m guessing you like Ryan Reynolds;neutral
no actually it gets rid of the bacteria and they thaw out nicely;neutral
that`s some serious **** steve. why didn`t you send me pictures or call me!! You know i love a good yard sale.;neutral
yay;positive
Back in SJ. Star Trek tonight at 9:45pm at Cinelux on Almaden.;neutral
sucks;negative
omg yes!!!!!!!;positive
Hello Bank Holiday Monday  hello revision;neutral
DAMNIT.;negative
Going back to my house to pick up some dvds for bapang and pick dito`s up but forgot to pick up other dvds for dito, so I have to go back;neutral
Holy **** I am exhausted!;negative
i cant do anything;neutral
ats charmingly fun;positive
is still missing her husband.;negative
missing;negative
actually I meant motorbike. Not much touring, but I commute when possible -- about 90 min. roundtrip so it`s kinda like touring;neutral
morning twitterbugs...nothing like a loooooooooong lie-in!!;positive
could barely sleep last night, ugh...ANYWAYS good luck with finals everybody!!! don`t rush through your tests!!! lol;neutral
that split second of peace is truly amazing;positive
We can compare horror stories mate LOL;neutral
...snuggles you back......everyones telling me to get over it ...but ive had her 15 years;neutral
my internet service has been acting strange after the earthquake. Just found out that the submarine fiber optics cable got damaged;neutral
celebrating her first day;positive
No, it`s people you are recommending that others follow, like followfriday, only with pics!;neutral
very long day;negative
this one is a bit ****;negative
Did you know if you want to stay cool all day use a shower gel or bath wash with peppermint in it;neutral
So exciting;positive
Unfortunately,;negative
I feel like a Truck just hit me too!;negative
I miss him soooo much;negative
heya  40 hour famine starts on may 22nd - are you gonna take part?;neutral
unfortunately;negative
perfect;positive
My girl needs a hug! She lost here cell phone;neutral
Unfortunately;negative
? Happy;positive
We`re running out of things to tweet to you.  Wish we could get your reply! Come to the Philippines?  TWEEET;neutral
- Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there;positive
n expert;positive
killed;negative
best sticker EVER.;positive
here I am;neutral
that should be illegal;negative
At nosely safari park with Leah;neutral
wonderful;positive
On train with at least two gaggles of teenagers sitting & the commuters squished standing in the back...at least the teenagers let me sit;neutral
Gotta TeraByte  of space to store movies;neutral
happy birthday great-grandmother  ../././. bad news on a good day;neutral
Tropical Depression 1 heading east. MrSal65 scared this one off   Welcome to start of Hurricane Season `09.  Still looking 4 more FL subs;neutral
doing chemo;neutral
thanks;positive
fun;positive
_Cordon LOL, you`re welcome;neutral
headache,;negative
fabulous;positive
The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/CnyhP;neutral
I wish I had money to go travel for a bit. I miss;negative
worth;positive
Lol, eBay? You laugh now...juuuuuust wait.;neutral
SWEET.;positive
Loved it!;positive
annoying;negative
Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc);negative
im stuck doing projects;negative
getting ready to head out to Camp Allen.  Unless somethings changed, that means no phone service for about 24 hours.;neutral
glad you could make it;positive
Going to the gym early trying to get back in shape again. My husb got me a gift cert to swim w/ Dolphins for my BD.  Need muscles!;neutral
Exactly 2 weeks left in Sigma;neutral
Life Just Isn`t Fair > And I Feel;negative
I dont feel good AT ALL. fuckkk;negative
Happy;positive
Happy Mothers day..;positive
On what..;neutral
Hope;positive
has just arrived in Singapore.;neutral
it gets the job done.;positive
I`m still recouperating from the holiday weekend, wow, I`ve never been sunburnt before, this really hurts;neutral
My generation is too **** apathetic to party down in the desert.;negative
lol, sunny and 18 yesterday, Igloo melted, attacked by bushes, recovering today.  How`s things in Chocolateland?;neutral
good;positive
going drinking tonight... drinking away the blues......;neutral
bruise;negative
My mom said I eat a lot;neutral
Good lord, man.   I recommen;positive
wasn`t that mother song SO funny? SO wrong but SO funny - I heart;neutral
the only way tonight would be better is if I had someone to hang with;positive
miss;negative
Welcome  my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948;neutral
good;positive
It`s under Community.. I can`t see it myself, but one of the moderators (Niandra) told me it was there;neutral
I`m pretty sure we got sent home a couple of times too. `tis the week to remember Mary, Anto`s granny'the love is all around';neutral
sucks;negative
http://pinkpawsforlife.org/ - pets get cancer too.;neutral
like;positive
party was awesome. soooo tired, bye. ps: happy momma`s day;positive
thanks for following me  but who are you? hmmmm... twitter back !! ox;neutral
wish;positive
Oh, don`t spoil my fun, lol;negative
Im going in now, it looks like the sun has gone;neutral
NOT good.;negative
ey thats good;positive
It all helps;positive
aww... sorry for both of you.  May the LORD give you strength and rest today!;neutral
great;positive
just kidding,;positive
is very cold;neutral
hanging out at school... last day for seniors;neutral
Happy;positive
Thanks;positive
i hope he is ok too. i miss him  and the doc better not be a douchenozzle, ill be one right back!;neutral
refreshing;positive
Can`t imagine a better long weekend;positive
, I didn`t which should probly mean I won`t get it;negative
;
_daarling haha yah it`s walking distance from my house  Mission Tiki Drive-In haha every summer we go like every weekend;neutral
there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html;neutral
good, I`m glad you got there!! I had no 1 to come talk a walk with  LOL. Me, Becky & Holcomb are the only 1s here again LOL;neutral
;
i really wish i could.;positive
sending you love on mother`s day and wishing you more happiness in the days ahead;positive
Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone;neutral
Welcome;positive
SO EXCITED;positive
I look like schuhz and arabyrd now...;neutral
Problem;negative
interesting.;positive
amazing.;positive
good work!';positive
. Good;positive
sad;negative
Actually people were more decisive than that.;neutral
You know, you can read almost all your Tweets as some sort of disgusting euphamism.  It`s quite fun;neutral
can`t believe I`m leaving this place tomorrow.;neutral
depressing;negative
But gl;positive
he`s a lucky baby.;positive
ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision;neutral
everyone loves u sarah;positive
Mean people suck.;negative
Yay!;positive
I couldn`t get back to sleep after cause thinking of Joe on cruise;negative
ur supposed to be in BK tho;neutral
Funniest desktop ever:;positive
I guess it`ll work under fusion. Otherwise you`ll have to boot directly to Vista just to do some online banking, which sucks;negative
Yay!;positive
working on a layout 4 my page....prom dress is almost done;neutral
g to feel really panicky and anxious that something bad has happened cos it seems like it`s been ages;negative
hey Gi! look at this pic of you and frankie that i took at the southend gig!;neutral
Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night;positive
uup  morning, off to school. see ya ****;neutral
boffert;neutral
He`s that great.;positive
Mexican! That`s what I`m craving;neutral
at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight;neutral
afraid;negative
my morning is Great.  But I won`t let it dampen my day;positive
awful!!;negative
forgot;negative
I think it`s going to be a LONNNGG Weekend, but not the 3 day kind.;neutral
you the the Queen of Sass oh Scenie!!!;positive
did you see Star Trek yet?  i`ve seen it, twice already! i didn`t like it the first time, the second time was way better!!! hahaha;neutral
g a;positive
i used to be!! i`ve done a few different jobs in yj. currently i`m a court officer;neutral
l depressed;negative
so many good deals.;positive
they can go a bit loopy;negative
not exciting anymore...;negative
Looking forward to a great week!;positive
running errands with geeta... feeling like i have the plague;negative
ok, I want to quit my job.....;neutral
NOT helping;negative
Im hard core,;neutral
I just changed the backgroung but now I have no profile ppicture;neutral
I am very sad be;negative
great;positive
;
sadly its near impossible to find books and things on it over here.;negative
wow. sounds heavenly.  we`re just doing a quick drive to north carolina. i can`t wait;positive
We`re home now;neutral
my ipod died;negative
Sorry;negative
hmm, do not feel like writing monthly reports tonight!  probably should get started though...;neutral
is school over yet? Im ready for vacations already;neutral
love it wh;positive
hate it!;negative
Wow one year today Luc Bourdon was killed, doesn`t seem that long ago;negative
Thank you!;positive
Good;positive
Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can`t #tweetb4Ueat;neutral
;
sorry;negative
Thanks;positive
Yes, I really do.;neutral
i goodnight;positive
enjoy your day;positive
I no  i wanna move to america!!!!!!!!!!!!!!!;neutral
scary;negative
Can`t wait to go to bed;positive
I miss you guys;negative
hopin;positive
_of_Chas good mornin sunshine...at least the work puter will go faster;neutral
They follow me;neutral
So I`m waiting in front of the DPS so Julian can take his driving test.;neutral
Cancelling my JavaOn;negative
thanks;positive
I wish it rained more where I am;positive
Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers;neutral
hate;negative
Off to work;neutral
should be coming out of hospital today;neutral
...I will take some...I am tiny;neutral
I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!;neutral
lovely;positive
I`m comin wit u!!;neutral
Quaver Sandwiches  and tea.;neutral
Starbucks I`m lovin` it;positive
The music is cool.  & Now I`m listening to INXS. The music in this song is amazing. The bass is win;positive
Gosh...who`s doing this??? So bad...  Baylee is a blessed child...these people don`t know what to do... Kisses;neutral
Oh ****..;negative
met the shortest line ever at FCB Tunapuna... then the tellers disappeared;neutral
Home now!!! LOL but leaving again on monday for flo rida!!!;neutral
Best I can...;positive
fresh;positive
cool.;positive
lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I`ll ttyl girl;neutral
I love her! And yeah, it said I would have a pleasant trip.;positive
today is going to be a long day;neutral
I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time.;neutral
l have 2 wait another 2 wks;negative
what about sauce? Huh? I`m going to california tomorrow morning;neutral
I think my modem failed-having pc withdrawals..;negative
last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there;neutral
i so hate this feelin!;negative
I somehow miss you.;negative
wants to set up a coffee shop, but he has no money to do it;neutral
hope;positive
she`s not coming to detroit  only grand rapids in october...;neutral
never liked that boy;negative
2026 2164 6790 9128  Add me up and lets play something.;neutral
i love to read ur little quotes;positive
killed;negative
.i want onscreen keyboard dammit!;negative
sick;negative
love;positive
Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn`t like the fax part;neutral
Fun fun fun;positive
aw what`s wrong?;negative
thank`;positive
I may die without my Kateage.;negative
I need hugs from Joe Jonas;neutral
i want you to take a look at this and tell me what you think;neutral
At the park!  Its raining!;neutral
hope;positive
My Blackberry`s got a fatty (battery)  guess we`re kinda in the same boat huh  ?;neutral
Experimenting.  With puppet again. I think I just wiped my drive on my workstation;neutral
I didn`t find my dress;neutral
I am filming musicans friends of mine   at a Legion  These people sure know how to dan;neutral
have to stay away from home, and since this part of india dnt hav gud wireless internet, im ****;negative
Back from the Gym, and sorting through my Inboxes;neutral
sick;negative
**** hates goodbyes;negative
stuck;negative
It will warm up once you start digging;neutral
i wish i had more chicken wings;neutral
Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.';positive
Foto!;neutral
Don`t have time to chat (sorry girls  Miss y`all!), but we have a new lawnmower... yeah, that was today`s highlight. Tomorrow is...;neutral
glad.;positive
I ran over a turtle.;neutral
playing sudoku while mommy makes me breakfast & lunch;neutral
Shame I have revision;negative
nice;positive
massive headache;negative
Spanish... The suckiest class ever. But I`m learning atleast. Te quiero Tiasha!;neutral
Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down;neutral
the best weekend;positive
No kidding there! Ugh;negative
I bet he didn`t fall asleep till like this morning  sorries.;negative
Enjoy;positive
sorry paul scheuring, but prison break series finale sucked..;negative
tummy monster hates me;negative
RIP my old friend.;negative
Funnily;positive
_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion;neutral
rogue,;negative
Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!;neutral
didn`t get the job;negative
phone sucks;negative
has enjoyed her first day of summer;positive
No surprise there. They probably don`t know themselves where it is;neutral
Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL;neutral
Thank you;positive
i love shuffle  and i love watching the pranks from AP Tour!;positive
I didn`t buy;negative
I had a pretty solid brunch;positive
if i had one wish it would be for my friend J to not have to work;neutral
dam living in england;neutral
fantastically miserable time;neutral
lack;negative
c majors rejoice!;positive
so cool to hear you guys on 104.5! and i can`t believe you in were cherry hill a few weeks ago and i missed it  come back;neutral
nice;positive
going to be pretty epic!!!;positive
bloody Feds,;negative
spilled;negative
bad investment...the cutest ones ALWAYS pop;neutral
wish;positive
upset;negative
its mothers day;neutral
I had a dream about a pretty pretty beach and there was no beach when I woke up;neutral
bullied;negative
friday.....i have nothing to do so sad;negative
d never at a good time;negative
cute;positive
love;positive
yay!;positive
According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.;neutral
Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography;neutral
Yep, I do.;neutral
now that`s an imtetsting visual.;neutral
tired.;negative
unfortunately;negative
i`m sorry  today`s been nothing but a **** heartbreak;negative
So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.;negative
e terrible;negative
hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops;neutral
Time for my ritualistic Friday night depression;negative
I don`t know, ask Carolyn. Also, we won`t have the boxes empty by the time you get off.;neutral
hurts;negative
Goodnight and Goodbye ?;positive
Preciate it;positive
I`m bored, extremely bored. in the car. waiting for my dad. and dinner. chinese. yummm.;neutral
sucks;negative
Yes I know  as my school reports would say `must do much better` Ah well, just in time huh  http://myloc.me/tHq;neutral
sick,;negative
congratulations`;positive
AK, flop comes 2K6 I bet 15 get raised to 25 I call, turn is A, we check, river rag, then I check and he bets 15, I raise 15 he calls, 22;neutral
I like fridays generally, but class is extended today  and I`m starving :X haha </whine>;neutral
My plans for the weekend include working on a paper and driving my guy 2 the airport. Won`t see him for 3 wks.;neutral
*taps shoulder* forgotten;neutral
loggade visst min 400e cache i lï¿½rdags!;neutral
I got 5 in English lesson  now drinking sprite;neutral
offered;positive
Dreams give rise to reality.;positive
that`s so annoying!;negative
I was gonna go for aiden but I had a girl so I went with scarlet;neutral
dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking;neutral
Woke up late & trying to get **** done before work;negative
your picture makes me thristy EVERYDAY!;neutral
huge delay;negative
so cool;positive
nt online today & mayb whole of next week  if u havent voted pls do:;neutral
!! LOVE YOU GUY;positive
**** co;negative
testing.... Hey! I gotta add you as someone to follow;neutral
horrible;negative
I miss you too!!;negative
Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!;neutral
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck;negative
will just take a bath;neutral
now there`s a fly in my room;neutral
*moment of silence*;negative
This is scary;negative
that sucks!;negative
dead;negative
() 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I`m tired. 7-Aaaand I`m out.;neutral
rip grandpa  graduation today...;neutral
Good to see;positive
the weather in Prague is like the weather in Belgium -> rainy;neutral
why have i not heard of said show?;neutral
Not here in Stamford.;neutral
Thanks,I;positive
Walking from Teignmouth to Dawlish;neutral
ARG! Eirtaku got hit by stupid bots. So;negative
Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...;neutral
making my mom a mothers day card;neutral
stressed;negative
Going out to eat with my entourage, probably to Fat E`s since they`re closing tomorrow!   watching a movie with Jimmy tonight, text me....;neutral
I can`t sleep ugh!!;negative
ughhh rejected from the 09 mediation program. SUCKSSSS.;negative
watching jackass. then bed;neutral
dragged;negative
Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.;neutral
home.Going to be a warm day on top of it. Is it Friday yet?;neutral
nothing sweeter than;positive
Ginger biscuits rule !!! (by the way, I urgently need weight scales  );neutral
love;positive
Sorry. Not unemployed.;neutral
OMG, it`s JULY`S LAST DAY!  @ Muchachomalo;neutral
hectic day;negative
i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh;neutral
and I luh you tooooo;positive
Signing off folk, might be back on later!;neutral
I just wanna be happy;positive
aww poor precious;negative
blogging, cleaning and chatting while listening to phoenixfm;neutral
thx.;positive
i`m goin to bed now. see ya tomorrow twitter ppl.;neutral
I go to 'User Experience Roundtable Hamburg - Detlev Fischer on Accessibility, BITV Test' https://www.xing.com/events/333622 Don`t miss!;neutral
It tells me I`m not a member of the private beta  and I`m not going to just start pretending to assassinate people;neutral
Ahh feels good to have played guitar hero after months! I suck at it now but  haha;neutral
heat will be too much,;negative
mines early nov,,,, will go through it 2 gether buddy!!! Man power;neutral
I feel so horrid.  I need a hug!;negative
still slow;negative
no love;negative
Nothing wrong;positive
It`s kind of a love-hate relationship;neutral
